system:index,MOD09GA_NDSI,MOD10A1_NDSI,albedo,albedo_value,aspect,date,elevation,latitude,longitude,method,pixel_col,pixel_id,pixel_row,slope,solar_zenith,tile_h,tile_v,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b07
1_1_2_2_2018_06_20_0,0.8441492079713846,,0.26301748081335535,0.26301748081335535,336.12576,2018-06-20,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,29.64,-11725,5219,0.3236,0.2416,0.34,0.3609,0.0492,0.028200000000000003
1_1_2_1_2018_06_23_0,0.7952932387000374,,0.18103708668272042,0.18103708668272042,336.12576,2018-06-23,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,29.7,-11725,5219,0.21230000000000002,0.1398,0.24450000000000002,0.2403,0.0373,0.0132
1_1_2_1_2018_06_25_0,0.5139604553624926,,0.577080547763782,0.577080547763782,336.12576,2018-06-25,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,30.42,-11725,5219,0.6232,0.6124,0.6336,0.6317,0.4571,0.0848
1_1_2_1_2018_06_25_1,0.5658303960190753,,0.6965554791977027,0.6965554791977027,45.64385,2018-06-25,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,30.42,-11726,5219,0.7603000000000001,0.7523000000000001,0.7421,0.7552,0.6514,0.0975
1_1_2_2_2018_06_27_0,0.8442834971546818,,0.27141183915236206,0.27141183915236206,336.12576,2018-06-27,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,29.990000000000002,-11725,5219,0.321,0.2681,0.33640000000000003,0.35650000000000004,0.0729,0.024
1_1_2_1_2018_07_05_0,0.5852125693160812,,0.17619663774571173,0.17619663774571173,336.12576,2018-07-05,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,29.64,-11725,5219,0.2071,0.1584,0.21230000000000002,0.2144,0.060700000000000004,0.0413
1_1_2_1_2018_07_05_1,0.5195439739413681,,0.07499775277992131,0.07499775277992131,45.64385,2018-07-05,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,29.63,-11726,5219,0.11950000000000001,0.11170000000000001,0.050300000000000004,0.09330000000000001,0.0196,0.028300000000000002
1_1_2_1_2018_07_08_0,0.6402997502081599,,0.20025222208015436,0.20025222208015436,336.12576,2018-07-08,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,33.86,-11725,5219,0.2882,0.22260000000000002,0.2801,0.29550000000000004,0.0862,0.0557
1_1_2_1_2018_07_09_0,0.4745541539799913,,0.15281247936492437,0.15281247936492437,336.12576,2018-07-09,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,30.95,-11725,5219,0.1661,0.1406,0.1648,0.1695,0.0884,0.0458
1_1_2_1_2018_07_11_0,0.8093546477205447,,0.23140067027646255,0.23140067027646255,336.12576,2018-07-11,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,31.89,-11725,5219,0.2936,0.20950000000000002,0.2919,0.30560000000000004,0.0458,0.028300000000000002
1_1_2_2_2018_07_13_0,0.1796108145341829,,0.3310153786576801,0.3310153786576801,336.12576,2018-07-13,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,31.39,-11725,5219,0.32330000000000003,0.32170000000000004,0.3373,0.3425,0.2474,0.2132
1_1_2_1_2018_07_14_0,0.755495332731105,,0.22789648563660533,0.22789648563660533,45.64385,2018-07-14,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,30.93,-11726,5219,0.2828,0.2265,0.2791,0.29150000000000004,0.08070000000000001,0.025
1_1_2_2_2018_07_14_0,0.4903014025663981,,0.19600146813296715,0.19600146813296715,336.12576,2018-07-14,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,34.47,-11725,5219,0.2624,0.2195,0.2349,0.2497,0.10260000000000001,0.0727
1_1_2_1_2018_07_15_0,0.3689068358811653,,0.20638297005834166,0.20638297005834166,336.12576,2018-07-15,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,34.300000000000004,-11725,5219,0.2472,0.2205,0.2096,0.2373,0.1126,0.09330000000000001
1_1_2_1_2018_07_15_1,0.4675014907573046,,0.19759310701461524,0.19759310701461524,45.64385,2018-07-15,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,34.300000000000004,-11726,5219,0.2523,0.20900000000000002,0.2295,0.2461,0.1024,0.0719
1_1_2_1_2018_07_16_0,0.6999651931778629,,0.19068579918420467,0.19068579918420467,336.12576,2018-07-16,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,31.7,-11725,5219,0.22590000000000002,0.1671,0.2323,0.2442,0.046900000000000004,0.0364
1_1_2_1_2018_07_16_1,0.8611855823652071,,0.22971690520925617,0.22971690520925617,45.64385,2018-07-16,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,31.69,-11726,5219,0.2985,0.2132,0.29910000000000003,0.3124,0.0407,0.0119
1_1_2_2_2018_07_16_0,0.6082589285714286,,0.21084316295522243,0.21084316295522243,336.12576,2018-07-16,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,33.74,-11725,5219,0.26080000000000003,0.195,0.2696,0.2882,0.0835,0.0625
1_1_2_1_2018_07_17_0,0.4234023927633499,,0.15537823470601886,0.15537823470601886,336.12576,2018-07-17,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,35.72,-11725,5219,0.24650000000000002,0.2,0.2177,0.2439,0.11620000000000001,0.0666
1_1_2_1_2018_07_17_1,0.4839310666045645,,0.13174421653228247,0.13174421653228247,45.64385,2018-07-17,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,31.13,-11726,5219,0.15460000000000002,0.132,0.1514,0.1593,0.0707,0.046400000000000004
1_1_2_2_2018_07_17_0,0.6611667648791987,,0.21090155192249466,0.21090155192249466,336.12576,2018-07-17,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,31.240000000000002,-11725,5219,0.25270000000000004,0.1835,0.2629,0.28190000000000004,0.0666,0.050800000000000005
1_1_2_1_2018_07_25_0,0.7708524289642531,,0.23592400992990642,0.23592400992990642,336.12576,2018-07-25,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,33.7,-11725,5219,0.2831,0.22260000000000002,0.27740000000000004,0.2898,0.0584,0.0291
1_1_2_2_2018_07_25_0,0.15028601144045758,,0.22075217930436727,0.22075217930436727,336.12576,2018-07-25,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,34.94,-11725,5219,0.23390000000000002,0.20120000000000002,0.2073,0.2212,0.1598,0.1453
1_1_2_1_2018_07_26_0,0.5011939506500399,,0.18287417944355472,0.18287417944355472,336.12576,2018-07-26,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,37.99,-11725,5219,0.2844,0.2446,0.2721,0.28290000000000004,0.1335,0.08
1_1_2_1_2018_07_27_0,0.40582800284292825,,0.17430504698514815,0.17430504698514815,336.12576,2018-07-27,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,34.79,-11725,5219,0.193,0.1665,0.1865,0.1978,0.08070000000000001,0.065
1_1_2_1_2018_07_27_1,0.8505963590709354,,0.22968958767266498,0.22968958767266498,45.64385,2018-07-27,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,34.79,-11726,5219,0.2942,0.2285,0.2821,0.2948,0.0492,0.0137
1_1_2_1_2018_07_28_0,0.5907441016333939,,0.15488719595847839,0.15488719595847839,336.12576,2018-07-28,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,33.44,-11725,5219,0.17170000000000002,0.1423,0.17370000000000002,0.1753,0.06860000000000001,0.029400000000000003
1_1_2_1_2018_07_28_1,0.5819774718397998,,0.1567767715618982,0.1567767715618982,45.64385,2018-07-28,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,33.43,-11726,5219,0.1837,0.1514,0.188,0.18960000000000002,0.06910000000000001,0.0333
1_1_2_1_2018_07_29_0,0.5623120614767791,,0.18354048036052756,0.18354048036052756,336.12576,2018-07-29,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,36.04,-11725,5219,0.23450000000000001,0.18050000000000002,0.2159,0.2338,0.0821,0.030500000000000003
1_1_2_1_2018_07_29_1,0.8444938114884163,,0.2171004838545685,0.2171004838545685,45.64385,2018-07-29,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,36.04,-11726,5219,0.28040000000000004,0.2043,0.27740000000000004,0.2906,0.0502,0.012100000000000001
1_1_2_1_2018_07_30_0,-0.11583276216586702,,0.08512599990115283,0.08512599990115283,336.12576,2018-07-30,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,34.15,-11725,5219,0.0852,0.0884,0.0279,0.0645,0.0641,0.0719
1_1_2_1_2018_07_31_0,0.6541961577350859,,0.1727634394232937,0.1727634394232937,336.12576,2018-07-31,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,37.42,-11725,5219,0.2449,0.19390000000000002,0.2275,0.2454,0.07250000000000001,0.0381
1_1_2_1_2018_07_31_1,0.7794970986460348,,0.20226577273697366,0.20226577273697366,45.64385,2018-07-31,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,37.42,-11726,5219,0.2654,0.2006,0.261,0.276,0.057300000000000004,0.0253
1_1_2_1_2018_08_02_0,0.26568758344459287,,0.2816558571816407,0.2816558571816407,45.64385,2018-08-02,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,34.61,-11726,5219,0.321,0.30360000000000004,0.3366,0.33180000000000004,0.22310000000000002,0.1277
1_1_2_1_2018_08_05_0,0.16891669410602572,,0.18874351309161846,0.18874351309161846,336.12576,2018-08-05,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,37.32,-11725,5219,0.1811,0.1603,0.1641,0.17750000000000002,0.13,0.1126
1_1_2_2_2018_08_05_0,0.7888091822094692,,0.23986109063284522,0.23986109063284522,45.64385,2018-08-05,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,36.51,-11726,5219,0.30670000000000003,0.2119,0.3014,0.31170000000000003,0.0405,0.0368
1_1_2_1_2018_08_07_0,0.5243825205826472,,0.17349001388102317,0.17349001388102317,336.12576,2018-08-07,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,38.67,-11725,5219,0.23190000000000002,0.1633,0.2218,0.24070000000000003,0.0794,0.0538
1_1_2_1_2018_08_08_0,0.5631936985320444,,0.18812128637077602,0.18812128637077602,336.12576,2018-08-08,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,36.68,-11725,5219,0.21610000000000001,0.1646,0.2056,0.21830000000000002,0.07250000000000001,0.0478
1_1_2_2_2018_08_08_0,0.10452261306532669,,0.10778216303882242,0.10778216303882242,45.64385,2018-08-08,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,39.29,-11726,5219,0.1482,0.11720000000000001,0.07250000000000001,0.10990000000000001,0.08420000000000001,0.08660000000000001
1_1_2_1_2018_08_09_0,0.4996742671009771,,0.14792769614189513,0.14792769614189513,336.12576,2018-08-09,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,40.15,-11725,5219,0.2268,0.1711,0.21150000000000002,0.23020000000000002,0.0903,0.0646
1_1_2_1_2018_08_09_1,0.6893203883495146,,0.17741075644268015,0.17741075644268015,45.64385,2018-08-09,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,40.14,-11726,5219,0.2369,0.1767,0.23120000000000002,0.2436,0.0695,0.030600000000000002
1_1_2_2_2018_08_09_0,0.5776592406652025,,0.2029109979776043,0.2029109979776043,336.12576,2018-08-09,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,36.77,-11725,5219,0.24430000000000002,0.169,0.23550000000000001,0.2514,0.0736,0.058300000000000005
1_1_2_1_2018_08_10_0,0.6653013458162669,,0.11162764177907292,0.11162764177907292,336.12576,2018-08-10,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,37.7,-11725,5219,0.1492,0.0976,0.093,0.1423,0.026500000000000003,0.026000000000000002
1_1_2_2_2018_08_10_0,0.11458057687218842,,0.21919153475180897,0.21919153475180897,336.12576,2018-08-10,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,38.99,-11725,5219,0.22060000000000002,0.1899,0.2083,0.2106,0.15710000000000002,0.1466
1_1_2_1_2018_08_13_0,0.578979717271051,,0.21469289666040844,0.21469289666040844,45.64385,2018-08-13,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,37.76,-11726,5219,0.24680000000000002,0.20850000000000002,0.2513,0.2569,0.0975,0.0522
1_1_2_1_2018_08_14_0,0.6379548595117458,,0.14339581845531116,0.14339581845531116,336.12576,2018-08-14,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,40.160000000000004,-11725,5219,0.2003,0.1831,0.113,0.1778,0.0772,0.0218
1_1_2_1_2018_08_14_1,0.6413217837664421,,0.20879029132862087,0.20879029132862087,45.64385,2018-08-14,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,40.160000000000004,-11726,5219,0.2544,0.21230000000000002,0.2374,0.2558,0.0906,0.0263
1_1_2_1_2018_08_15_0,0.52101506740682,,0.16847345619345974,0.16847345619345974,336.12576,2018-08-15,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,38.58,-11725,5219,0.1784,0.1346,0.1877,0.1918,0.064,0.0456
1_1_2_1_2018_08_15_1,0.734958111195735,,0.07448723278712305,0.07448723278712305,45.64385,2018-08-15,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,38.57,-11726,5219,0.1252,0.08220000000000001,0.0548,0.1139,0.016,0.0134
1_1_2_1_2018_08_16_0,0.33144831919572726,,0.18469896388633236,0.18469896388633236,336.12576,2018-08-16,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,41.59,-11725,5219,0.2097,0.1759,0.20350000000000001,0.2119,0.1116,0.08020000000000001
1_1_2_2_2018_08_16_0,0.5433962264150943,,0.21119931980315307,0.21119931980315307,336.12576,2018-08-16,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,39.09,-11725,5219,0.2429,0.1872,0.2318,0.2454,0.0848,0.057600000000000005
1_1_2_1_2018_08_17_0,0.5854430379746836,,0.17619488636565236,0.17619488636565236,336.12576,2018-08-17,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,39.54,-11725,5219,0.18860000000000002,0.1439,0.1918,0.20040000000000002,0.0591,0.038200000000000005
1_1_2_1_2018_08_17_1,0.7109342270632594,,0.16467741440524983,0.16467741440524983,45.64385,2018-08-17,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,39.54,-11726,5219,0.193,0.13870000000000002,0.20420000000000002,0.20420000000000002,0.051500000000000004,0.028900000000000002
1_1_2_1_2018_08_19_0,0.6780595369349504,,0.2093786249033101,0.2093786249033101,336.12576,2018-08-19,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,40.660000000000004,-11725,5219,0.2281,0.18910000000000002,0.2189,0.2283,0.0719,0.031200000000000002
1_1_2_1_2018_08_19_1,0.7626134301270417,,0.19753563469702343,0.19753563469702343,45.64385,2018-08-19,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,40.65,-11726,5219,0.2351,0.1847,0.2348,0.24280000000000002,0.0596,0.020300000000000002
1_1_2_1_2018_08_20_0,0.124923076923077,,0.09378071745127464,0.09378071745127464,336.12576,2018-08-20,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,39.95,-11725,5219,0.1051,0.10540000000000001,0.0671,0.09140000000000001,0.060700000000000004,0.056600000000000004
1_1_2_1_2018_08_20_1,0.5090735434574976,,0.1008239360963882,0.1008239360963882,45.64385,2018-08-20,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,44.75,-11726,5219,0.14830000000000002,0.12240000000000001,0.1532,0.158,0.0609,0.0403
1_1_2_1_2018_08_21_0,0.6424759871931697,,0.25959818475910745,0.25959818475910745,336.12576,2018-08-21,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,41.89,-11725,5219,0.3013,0.24600000000000002,0.28800000000000003,0.3078,0.10160000000000001,0.0523
1_1_2_1_2018_08_22_0,-0.14404662781015817,,0.07685447480343417,0.07685447480343417,336.12576,2018-08-22,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,40.72,-11725,5219,0.068,0.0763,0.023,0.0514,0.0603,0.0596
1_1_2_1_2018_08_22_1,0.43315508021390375,,0.059963919837957805,0.059963919837957805,45.64385,2018-08-22,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,40.7,-11726,5219,0.0772,0.0673,0.036500000000000005,0.067,0.029400000000000003,0.0247
1_1_2_2_2018_08_22_0,-0.0924619383587078,,0.13076127417257227,0.13076127417257227,336.12576,2018-08-22,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,44.65,-11725,5219,0.1492,0.1516,0.0806,0.1222,0.14300000000000002,0.1342
1_1_2_2_2018_08_22_1,0.632261703327693,,0.11906226029171912,0.11906226029171912,45.64385,2018-08-22,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,40.62,-11726,5219,0.1676,0.14250000000000002,0.0922,0.1447,0.054400000000000004,0.024900000000000002
1_1_2_1_2018_08_23_0,0.3899858956276445,,0.18283258944711323,0.18283258944711323,336.12576,2018-08-23,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,43.25,-11725,5219,0.19140000000000001,0.163,0.1908,0.1971,0.0876,0.0704
1_1_2_1_2018_08_23_1,0.6520771513353116,,0.17966533267741075,0.17966533267741075,45.64385,2018-08-23,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,43.25,-11726,5219,0.21580000000000002,0.1652,0.2209,0.2227,0.0646,0.034
1_1_2_2_2018_08_23_0,0.09532374100719422,,0.14569014850212791,0.14569014850212791,336.12576,2018-08-23,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,41.63,-11725,5219,0.15360000000000001,0.126,0.09390000000000001,0.1218,0.0922,0.09280000000000001
1_1_2_1_2018_08_29_0,0.505227224237252,,0.556155591855138,0.556155591855138,336.12576,2018-08-29,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,47.97,-11725,5219,0.7078,0.6944,0.7136,0.7055,0.7157,0.11520000000000001
1_1_2_1_2018_08_29_1,0.5134124890061564,,0.5937547195248531,0.5937547195248531,45.64385,2018-08-29,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,47.99,-11726,5219,0.6867000000000001,0.6705,0.7010000000000001,0.6883,0.503,0.0859
1_1_2_1_2018_09_02_0,0.07853994801672506,,0.5174356583957119,0.5174356583957119,336.12576,2018-09-02,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,44.9,-11725,5219,0.4717,0.46840000000000004,0.47850000000000004,0.4772,0.4862,0.37670000000000003
1_1_2_1_2018_09_04_0,0.7408580477972935,,0.29138226523854516,0.29138226523854516,336.12576,2018-09-04,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,45.99,-11725,5219,0.29000000000000004,0.26530000000000004,0.2979,0.3023,0.11510000000000001,0.034300000000000004
1_1_2_2_2018_09_04_0,0.03425655976676382,,0.18751481975576087,0.18751481975576087,336.12576,2018-09-04,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,47.15,-11725,5219,0.15480000000000002,0.1446,0.1338,0.1419,0.1484,0.1145
1_1_2_1_2018_09_05_0,0.23152173913043486,,0.2065342607602907,0.2065342607602907,45.64385,2018-09-05,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,49.660000000000004,-11726,5219,0.2388,0.227,0.2084,0.22660000000000002,0.18180000000000002,0.1285
1_1_2_2_2018_09_05_0,0.2724896536702244,,0.24690478791900244,0.24690478791900244,336.12576,2018-09-05,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,50.730000000000004,-11725,5219,0.2716,0.2748,0.275,0.2921,0.23270000000000002,0.1383
1_1_2_1_2018_09_06_0,0.5560699588477367,,0.27432491184884955,0.27432491184884955,336.12576,2018-09-06,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,47.22,-11725,5219,0.2901,0.22690000000000002,0.29610000000000003,0.3025,0.1253,0.0659
1_1_2_1_2018_09_07_0,0.7276292335115864,,0.2014658521523918,0.2014658521523918,45.64385,2018-09-07,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,46.37,-11726,5219,0.22210000000000002,0.16440000000000002,0.249,0.24230000000000002,0.0543,0.0167
1_1_2_1_2018_09_10_0,0.5640381717729784,,0.09869999730902619,0.09869999730902619,336.12576,2018-09-10,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,49.980000000000004,-11725,5219,0.1486,0.114,0.169,0.1557,0.0523,0.0228
1_1_2_2_2018_09_10_0,0.34923460306158766,,0.19914951666170058,0.19914951666170058,336.12576,2018-09-10,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,47.88,-11725,5219,0.2277,0.1877,0.1945,0.1895,0.0978,0.0761
1_1_2_1_2018_09_16_0,0.5248156707384176,,0.6638257401570957,0.6638257401570957,336.12576,2018-09-16,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,49.84,-11725,5219,0.6779000000000001,0.64,0.7039000000000001,0.6928000000000001,0.38820000000000005,0.12860000000000002
1_1_2_1_2018_09_18_0,0.5913452492944498,,0.7500622384209567,0.7500622384209567,45.64385,2018-09-18,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,50.79,-11726,5219,0.8513000000000001,0.789,0.8141,0.8458,0.41000000000000003,0.1375
1_1_2_1_2018_09_19_0,0.8055611122224446,,0.43918348205188923,0.43918348205188923,336.12576,2018-09-19,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,51.1,-11725,5219,0.4419,0.41340000000000005,0.44670000000000004,0.45130000000000003,0.22590000000000002,0.0256
1_1_2_1_2018_09_19_1,0.7871162556618017,,0.29547813205641854,0.29547813205641854,45.64385,2018-09-19,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,53.52,-11726,5219,0.33630000000000004,0.308,0.37060000000000004,0.3551,0.1749,0.015600000000000001
1_1_2_2_2019_06_09_0,0.6161314413741598,,0.3043301841092122,0.3043301841092122,336.12576,2019-06-09,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,29.7,-11725,5219,0.3695,0.3149,0.34490000000000004,0.3246,0.1389,0.0557
1_1_2_2_2019_06_22_0,0.9269716302429754,,0.549444579277004,0.549444579277004,45.64385,2019-06-22,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,28.79,-11726,5219,0.6816,0.5766,0.6837000000000001,0.7098,0.15610000000000002,0.013600000000000001
1_1_2_2_2019_07_08_0,0.4522708729942888,,0.20516239651279916,0.20516239651279916,336.12576,2019-07-08,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,34.28,-11725,5219,0.25930000000000003,0.2154,0.2692,0.267,0.1252,0.0792
1_1_2_1_2019_07_15_0,0.5296282664703719,,0.17622643769155713,0.17622643769155713,45.64385,2019-07-15,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,30.830000000000002,-11726,5219,0.19840000000000002,0.1613,0.2218,0.2078,0.0867,0.046900000000000004
1_1_2_2_2019_07_15_0,0.5385007649158592,,0.24625152293708188,0.24625152293708188,336.12576,2019-07-15,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,30.740000000000002,-11725,5219,0.2873,0.23120000000000002,0.29200000000000004,0.3017,0.114,0.0707
1_1_2_2_2019_07_17_0,0.6247014670760832,,0.6089270241915743,0.6089270241915743,45.64385,2019-07-17,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,34.800000000000004,-11726,5219,0.7001000000000001,0.6695,0.7161000000000001,0.7143,0.48090000000000005,0.0746
1_1_2_1_2019_07_21_0,0.6125852918877938,,0.1808818634336669,0.1808818634336669,336.12576,2019-07-21,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,33.24,-11725,5219,0.2066,0.1633,0.2048,0.2127,0.0631,0.0478
1_1_2_1_2019_07_21_1,0.8170365926814636,,0.22761932959993122,0.22761932959993122,45.64385,2019-07-21,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,33.230000000000004,-11726,5219,0.2836,0.2129,0.2932,0.3029,0.046400000000000004,0.0234
1_1_2_2_2019_07_21_0,0.42616279069767443,,0.20779793292173457,0.20779793292173457,45.64385,2019-07-21,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,33.63,-11726,5219,0.2645,0.1918,0.2394,0.24530000000000002,0.1062,0.09090000000000001
1_1_2_1_2019_07_22_0,0.2072167683735739,,0.17744122554098965,0.17744122554098965,336.12576,2019-07-22,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,37.94,-11725,5219,0.23850000000000002,0.2192,0.195,0.2275,0.1704,0.1346
1_1_2_1_2019_07_22_1,0.5652173913043479,,0.12436652029362852,0.12436652029362852,45.64385,2019-07-22,2270,52.1858173889016,-117.26408763305008,MOD09GA,24041,8409024041,8409,7.624438,37.95,-11726,5219,0.1746,0.1418,0.1889,0.18180000000000002,0.061200000000000004,0.0378
1_1_2_2_2019_07_22_0,0.4789579158316634,,0.19185318995660794,0.19185318995660794,336.12576,2019-07-22,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,32.0,-11725,5219,0.24250000000000002,0.1852,0.2059,0.2214,0.0889,0.0675
1_1_2_1_2019_07_23_0,0.7040024821594787,,0.20906891544186798,0.20906891544186798,336.12576,2019-07-23,2167,52.19481059482419,-117.2511321858087,MOD09GA,24046,8407024046,8407,13.859669,34.4,-11725,5219,0.2577,0.18280000000000002,0.26730000000000004,0.2746,0.054200000000000005,0.036500000000000005
