pixel_id,date,qa_mode,method,albedo,glacier_fraction,ndsi,solar_zenith,elevation,slope,aspect,longitude,latitude,tile_h,tile_v,pixel_row,pixel_col,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
9075025945,2017-09-29,renoriginal,MOD09GA,0.1811761626,0.6586666667,0.7971656333,54.94,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1743,0.1004,0.2105,0.2029,0.0275,0.0229,0.0032
9073025950,2018-06-12,renoriginal,MOD09GA,0.5132705157,0.9692,0.8157628344,29.22,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.6095,0.5485,0.6075,0.6278,0.182,0.0637,0.0399
9075025945,2018-06-12,renoriginal,MOD09GA,0.6679862431,0.6586666667,0.8171428571,29.21,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.8159,0.7348,0.7722,0.8109,0.3035,0.0816,0.042
9073025950,2018-06-17,renoriginal,MOD09GA,0.226354362,0.9692,0.5770234987,28.81,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2727,0.2342,0.2525,0.2718,0.0953,0.0729,0.0586
9073025950,2018-06-18,renoriginal,MOD09GA,0.2298662357,0.9692,0.8126852401,30.68,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.29,0.2088,0.297,0.3058,0.0546,0.0316,0.0219
9075025945,2018-06-18,renoriginal,MOD09GA,0.2595433016,0.6586666667,0.777257351,30.68,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.3202,0.2447,0.3354,0.3415,0.0718,0.0428,0.0325
9073025950,2018-06-20,renoriginal,MOD09GA,0.2506997831,0.9692,0.7637515843,31.58,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.3378,0.2538,0.3231,0.3479,0.0772,0.0466,0.0323
9075025945,2018-06-20,renoriginal,MOD09GA,0.2776879164,0.6586666667,0.8929798724,31.57,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.3651,0.2598,0.3677,0.3856,0.0636,0.0218,0.0241
9073025950,2018-06-23,renoriginal,MOD09GA,0.1810370867,0.9692,0.7952932387,29.7,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2123,0.1398,0.2445,0.2403,0.0373,0.0274,0.0132
9073025950,2018-06-25,renoriginal,MOD09GA,0.5770805478,0.9692,0.5139604554,30.42,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.6232,0.6124,0.6336,0.6317,0.4571,0.2028,0.0848
9075025945,2018-06-25,renoriginal,MOD09GA,0.6965554792,0.6586666667,0.565830396,30.42,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.7603,0.7523,0.7421,0.7552,0.6514,0.2094,0.0975
9073025950,2018-07-05,renoriginal,MOD09GA,0.1761966377,0.9692,0.5852125693,29.64,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2071,0.1584,0.2123,0.2144,0.0607,0.0561,0.0413
9075025945,2018-07-05,renoriginal,MOD09GA,0.07499775278,0.6586666667,0.5195439739,29.63,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1195,0.1117,0.0503,0.0933,0.0196,0.0295,0.0283
9073025950,2018-07-08,renoriginal,MOD09GA,0.2002522221,0.9692,0.6402997502,33.86,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2882,0.2226,0.2801,0.2955,0.0862,0.0648,0.0557
9073025950,2018-07-09,renoriginal,MOD09GA,0.1528124794,0.9692,0.474554154,30.95,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1661,0.1406,0.1648,0.1695,0.0884,0.0604,0.0458
9073025950,2018-07-11,renoriginal,MOD09GA,0.2314006703,0.9692,0.8093546477,31.89,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2936,0.2095,0.2919,0.3056,0.0458,0.0322,0.0283
9075025945,2018-07-14,renoriginal,MOD09GA,0.2278964856,0.6586666667,0.7554953327,30.93,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2828,0.2265,0.2791,0.2915,0.0807,0.0406,0.025
9073025950,2018-07-15,renoriginal,MOD09GA,0.2063829701,0.9692,0.3689068359,34.3,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2472,0.2205,0.2096,0.2373,0.1126,0.1094,0.0933
9075025945,2018-07-15,renoriginal,MOD09GA,0.197593107,0.6586666667,0.4675014908,34.3,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2523,0.209,0.2295,0.2461,0.1024,0.0893,0.0719
9073025950,2018-07-16,renoriginal,MOD09GA,0.1906857992,0.9692,0.6999651932,31.7,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2259,0.1671,0.2323,0.2442,0.0469,0.0431,0.0364
9075025945,2018-07-16,renoriginal,MOD09GA,0.2297169052,0.6586666667,0.8611855824,31.69,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2985,0.2132,0.2991,0.3124,0.0407,0.0233,0.0119
9073025950,2018-07-17,renoriginal,MOD09GA,0.1553782347,0.9692,0.4234023928,35.72,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2465,0.2,0.2177,0.2439,0.1162,0.0988,0.0666
9075025945,2018-07-17,renoriginal,MOD09GA,0.1317442165,0.6586666667,0.4839310666,31.13,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1546,0.132,0.1514,0.1593,0.0707,0.0554,0.0464
9073025950,2018-07-25,renoriginal,MOD09GA,0.2359240099,0.9692,0.770852429,33.7,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2831,0.2226,0.2774,0.2898,0.0584,0.0375,0.0291
9073025950,2018-07-26,renoriginal,MOD09GA,0.1828741794,0.9692,0.5011939507,37.99,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2844,0.2446,0.2721,0.2829,0.1335,0.094,0.08
9073025950,2018-07-27,renoriginal,MOD09GA,0.174305047,0.9692,0.4058280028,34.79,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.193,0.1665,0.1865,0.1978,0.0807,0.0836,0.065
9075025945,2018-07-27,renoriginal,MOD09GA,0.2296895877,0.6586666667,0.8505963591,34.79,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2942,0.2285,0.2821,0.2948,0.0492,0.0238,0.0137
9073025950,2018-07-28,renoriginal,MOD09GA,0.154887196,0.9692,0.5907441016,33.44,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1717,0.1423,0.1737,0.1753,0.0686,0.0451,0.0294
9075025945,2018-07-28,renoriginal,MOD09GA,0.1567767716,0.6586666667,0.5819774718,33.43,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1837,0.1514,0.188,0.1896,0.0691,0.0501,0.0333
9073025950,2018-07-29,renoriginal,MOD09GA,0.1835404804,0.9692,0.5623120615,36.04,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2345,0.1805,0.2159,0.2338,0.0821,0.0655,0.0305
9075025945,2018-07-29,renoriginal,MOD09GA,0.2171004839,0.6586666667,0.8444938115,36.04,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2804,0.2043,0.2774,0.2906,0.0502,0.0245,0.0121
9073025950,2018-07-30,renoriginal,MOD09GA,0.0851259999,0.9692,-0.1158327622,34.15,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.0852,0.0884,0.0279,0.0645,0.0641,0.0814,0.0719
9073025950,2018-07-31,renoriginal,MOD09GA,0.1727634394,0.9692,0.6541961577,37.42,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2449,0.1939,0.2275,0.2454,0.0725,0.0513,0.0381
9075025945,2018-07-31,renoriginal,MOD09GA,0.2022657727,0.6586666667,0.7794970986,37.42,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2654,0.2006,0.261,0.276,0.0573,0.0342,0.0253
9075025945,2018-08-02,renoriginal,MOD09GA,0.2816558572,0.6586666667,0.2656875834,34.61,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.321,0.3036,0.3366,0.3318,0.2231,0.1925,0.1277
9073025950,2018-08-05,renoriginal,MOD09GA,0.1887435131,0.9692,0.1689166941,37.32,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1811,0.1603,0.1641,0.1775,0.13,0.1262,0.1126
9073025950,2018-08-07,renoriginal,MOD09GA,0.1734900139,0.9692,0.5243825206,38.67,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2319,0.1633,0.2218,0.2407,0.0794,0.0751,0.0538
9073025950,2018-08-08,renoriginal,MOD09GA,0.1881212864,0.9692,0.5631936985,36.68,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2161,0.1646,0.2056,0.2183,0.0725,0.061,0.0478
9073025950,2018-08-09,renoriginal,MOD09GA,0.1479276961,0.9692,0.4996742671,40.15,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2268,0.1711,0.2115,0.2302,0.0903,0.0768,0.0646
9075025945,2018-08-09,renoriginal,MOD09GA,0.1774107564,0.6586666667,0.6893203883,40.14,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2369,0.1767,0.2312,0.2436,0.0695,0.0448,0.0306
9073025950,2018-08-10,renoriginal,MOD09GA,0.1116276418,0.9692,0.6653013458,37.7,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1492,0.0976,0.093,0.1423,0.0265,0.0286,0.026
9075025945,2018-08-13,renoriginal,MOD09GA,0.2146928967,0.6586666667,0.5789797173,37.76,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2468,0.2085,0.2513,0.2569,0.0975,0.0685,0.0522
9073025950,2018-08-14,renoriginal,MOD09GA,0.1433958185,0.9692,0.6379548595,40.16,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2003,0.1831,0.113,0.1778,0.0772,0.0393,0.0218
9075025945,2018-08-14,renoriginal,MOD09GA,0.2087902913,0.6586666667,0.6413217838,40.16,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2544,0.2123,0.2374,0.2558,0.0906,0.0559,0.0263
9073025950,2018-08-15,renoriginal,MOD09GA,0.1684734562,0.9692,0.5210150674,38.58,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1784,0.1346,0.1877,0.1918,0.064,0.0604,0.0456
9075025945,2018-08-15,renoriginal,MOD09GA,0.07448723279,0.6586666667,0.7349581112,38.57,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1252,0.0822,0.0548,0.1139,0.016,0.0174,0.0134
9073025950,2018-08-16,renoriginal,MOD09GA,0.1846989639,0.9692,0.3314483192,41.59,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2097,0.1759,0.2035,0.2119,0.1116,0.1064,0.0802
9073025950,2018-08-17,renoriginal,MOD09GA,0.1761948864,0.9692,0.585443038,39.54,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1886,0.1439,0.1918,0.2004,0.0591,0.0524,0.0382
9075025945,2018-08-17,renoriginal,MOD09GA,0.1646774144,0.6586666667,0.7109342271,39.54,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.193,0.1387,0.2042,0.2042,0.0515,0.0345,0.0289
9073025950,2018-08-19,renoriginal,MOD09GA,0.2093786249,0.9692,0.6780595369,40.66,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2281,0.1891,0.2189,0.2283,0.0719,0.0438,0.0312
9075025945,2018-08-19,renoriginal,MOD09GA,0.1975356347,0.6586666667,0.7626134301,40.65,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2351,0.1847,0.2348,0.2428,0.0596,0.0327,0.0203
9073025950,2018-08-20,renoriginal,MOD09GA,0.09378071745,0.9692,0.1249230769,39.95,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1051,0.1054,0.0671,0.0914,0.0607,0.0711,0.0566
9075025945,2018-08-20,renoriginal,MOD09GA,0.1008239361,0.6586666667,0.5090735435,44.75,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1483,0.1224,0.1532,0.158,0.0609,0.0514,0.0403
9073025950,2018-08-21,renoriginal,MOD09GA,0.2595981848,0.9692,0.6424759872,41.89,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.3013,0.246,0.288,0.3078,0.1016,0.067,0.0523
9073025950,2018-08-22,renoriginal,MOD09GA,0.0768544748,0.9692,-0.1440466278,40.72,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.068,0.0763,0.023,0.0514,0.0603,0.0687,0.0596
9075025945,2018-08-22,renoriginal,MOD09GA,0.05996391984,0.6586666667,0.4331550802,40.7,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.0772,0.0673,0.0365,0.067,0.0294,0.0265,0.0247
9073025950,2018-08-23,renoriginal,MOD09GA,0.1828325894,0.9692,0.3899858956,43.25,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1914,0.163,0.1908,0.1971,0.0876,0.0865,0.0704
9075025945,2018-08-23,renoriginal,MOD09GA,0.1796653327,0.6586666667,0.6520771513,43.25,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2158,0.1652,0.2209,0.2227,0.0646,0.0469,0.034
9073025950,2018-08-29,renoriginal,MOD09GA,0.5561555919,0.9692,0.5052272242,47.97,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.7078,0.6944,0.7136,0.7055,0.7157,0.2319,0.1152
9075025945,2018-08-29,renoriginal,MOD09GA,0.5937547195,0.6586666667,0.513412489,47.99,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.6867,0.6705,0.701,0.6883,0.503,0.2213,0.0859
9073025950,2018-09-02,renoriginal,MOD09GA,0.5174356584,0.9692,0.07853994802,44.9,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.4717,0.4684,0.4785,0.4772,0.4862,0.4077,0.3767
9073025950,2018-09-04,renoriginal,MOD09GA,0.2913822652,0.9692,0.7408580478,45.99,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.29,0.2653,0.2979,0.3023,0.1151,0.045,0.0343
9075025945,2018-09-05,renoriginal,MOD09GA,0.2065342608,0.6586666667,0.2315217391,49.66,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2388,0.227,0.2084,0.2266,0.1818,0.1414,0.1285
9073025950,2018-09-06,renoriginal,MOD09GA,0.2743249118,0.9692,0.5560699588,47.22,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2901,0.2269,0.2961,0.3025,0.1253,0.0863,0.0659
9075025945,2018-09-07,renoriginal,MOD09GA,0.2014658522,0.6586666667,0.7276292335,46.37,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2221,0.1644,0.249,0.2423,0.0543,0.0382,0.0167
9073025950,2018-09-10,renoriginal,MOD09GA,0.09869999731,0.9692,0.5640381718,49.98,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1486,0.114,0.169,0.1557,0.0523,0.0434,0.0228
9073025950,2018-09-16,renoriginal,MOD09GA,0.6638257402,0.9692,0.5248156707,49.84,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.6779,0.64,0.7039,0.6928,0.3882,0.2159,0.1286
9075025945,2018-09-18,renoriginal,MOD09GA,0.7500622384,0.6586666667,0.5913452493,50.79,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.8513,0.789,0.8141,0.8458,0.41,0.2172,0.1375
9073025950,2018-09-19,renoriginal,MOD09GA,0.4391834821,0.9692,0.8055611122,51.1,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.4419,0.4134,0.4467,0.4513,0.2259,0.0486,0.0256
9075025945,2018-09-19,renoriginal,MOD09GA,0.2954781321,0.6586666667,0.7871162557,53.52,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.3363,0.308,0.3706,0.3551,0.1749,0.0423,0.0156
9075025945,2019-07-15,renoriginal,MOD09GA,0.1762264377,0.6586666667,0.5296282665,30.83,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1984,0.1613,0.2218,0.2078,0.0867,0.0639,0.0469
9073025950,2019-07-21,renoriginal,MOD09GA,0.1808818634,0.9692,0.6125852919,33.24,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2066,0.1633,0.2048,0.2127,0.0631,0.0511,0.0478
9075025945,2019-07-21,renoriginal,MOD09GA,0.2276193296,0.6586666667,0.8170365927,33.23,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2836,0.2129,0.2932,0.3029,0.0464,0.0305,0.0234
9073025950,2019-07-22,renoriginal,MOD09GA,0.1774412255,0.9692,0.2072167684,37.94,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2385,0.2192,0.195,0.2275,0.1704,0.1494,0.1346
9075025945,2019-07-22,renoriginal,MOD09GA,0.1243665203,0.6586666667,0.5652173913,37.95,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1746,0.1418,0.1889,0.1818,0.0612,0.0505,0.0378
9073025950,2019-07-23,renoriginal,MOD09GA,0.2090689154,0.9692,0.7040024822,34.4,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2577,0.1828,0.2673,0.2746,0.0542,0.0477,0.0365
9073025950,2019-07-26,renoriginal,MOD09GA,0.1609687351,0.9692,0.3636363636,33.42,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1635,0.1315,0.1633,0.168,0.0814,0.0784,0.0703
9073025950,2019-07-28,renoriginal,MOD09GA,0.2437308016,0.9692,0.7901851308,34.38,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2901,0.212,0.3024,0.3046,0.0543,0.0357,0.0234
9075025945,2019-07-28,renoriginal,MOD09GA,0.2688642347,0.6586666667,0.8462334973,34.38,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.3395,0.2388,0.3557,0.3566,0.0522,0.0297,0.0214
9073025950,2019-08-04,renoriginal,MOD09GA,0.2260094205,0.9692,0.7687861272,35.81,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2659,0.2016,0.2666,0.2754,0.0598,0.036,0.0277
9073025950,2019-08-05,renoriginal,MOD09GA,0.2044404835,0.9692,0.3832480474,39.73,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2638,0.2349,0.2347,0.2568,0.1326,0.1145,0.0895
9075025945,2019-08-05,renoriginal,MOD09GA,0.1627074223,0.6586666667,0.4987854251,35.33,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1807,0.1541,0.1953,0.1851,0.0821,0.0619,0.0448
9073025950,2019-08-07,renoriginal,MOD09GA,0.1375141577,0.9692,0.4742441209,41.38,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2713,0.2281,0.2358,0.2633,0.1146,0.0939,0.0727
9073025950,2019-08-08,renoriginal,MOD09GA,0.2165109969,0.9692,0.7864450128,38.14,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.273,0.1879,0.2686,0.2794,0.0488,0.0334,0.0202
9075025945,2019-08-08,renoriginal,MOD09GA,0.2236252778,0.6586666667,0.8454017721,38.14,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2855,0.1899,0.295,0.302,0.0404,0.0253,0.0197
9073025950,2019-08-09,renoriginal,MOD09GA,0.194703733,0.9692,0.5740021194,36.62,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2147,0.1689,0.2219,0.2228,0.0733,0.0603,0.0538
9073025950,2019-08-10,renoriginal,MOD09GA,0.2098874486,0.9692,0.5608782435,39.51,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2707,0.21,0.2621,0.2737,0.0908,0.077,0.0611
9073025950,2019-08-18,renoriginal,MOD09GA,0.2955578428,0.9692,0.2470111449,39.48,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.3027,0.257,0.3088,0.3077,0.2039,0.1858,0.1536
9073025950,2019-08-20,renoriginal,MOD09GA,0.2236406151,0.9692,0.7079907925,40.46,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2508,0.1877,0.2524,0.2597,0.0625,0.0444,0.0354
9073025950,2019-08-22,renoriginal,MOD09GA,0.2271212237,0.9692,0.7808130081,41.59,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2563,0.1796,0.2631,0.2738,0.0484,0.0337,0.0232
9073025950,2019-08-24,renoriginal,MOD09GA,0.2839427241,0.9692,0.4705613875,42.85,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.3164,0.251,0.3191,0.3222,0.135,0.116,0.1065
9073025950,2019-08-28,renoriginal,MOD09GA,0.1704209248,0.9692,0.6301538462,45.7,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2639,0.2012,0.2491,0.2649,0.0749,0.0601,0.0468
9075025945,2019-08-28,renoriginal,MOD09GA,0.1842494565,0.6586666667,0.5283018868,45.7,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2369,0.1927,0.2195,0.2349,0.0944,0.0725,0.0613
9073025950,2019-08-29,renoriginal,MOD09GA,0.2288883906,0.9692,0.7688373679,43.66,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2467,0.1869,0.2511,0.2594,0.0497,0.0339,0.0272
9075025945,2019-08-29,renoriginal,MOD09GA,0.2485950111,0.6586666667,0.8736214605,43.65,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.3005,0.2251,0.309,0.3143,0.0403,0.0212,0.0136
9073025950,2019-09-02,renoriginal,MOD09GA,0.2568553219,0.9692,0.4353405726,46.15,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2836,0.248,0.2776,0.2908,0.1303,0.1144,0.0925
9075025945,2019-09-02,renoriginal,MOD09GA,0.2451135454,0.6586666667,0.6601271069,46.15,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2808,0.2235,0.2938,0.3004,0.0883,0.0615,0.0504
9073025950,2019-09-03,renoriginal,MOD09GA,0.1632413138,0.9692,0.4650317893,44.92,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1544,0.1211,0.1567,0.1613,0.0518,0.0589,0.0464
9075025945,2019-09-03,renoriginal,MOD09GA,0.2043139889,0.6586666667,0.8139534884,44.92,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.2394,0.1747,0.2486,0.2574,0.0458,0.0264,0.0229
9073025950,2019-09-05,renoriginal,MOD09GA,0.2085022345,0.9692,0.7362637363,45.92,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2096,0.1624,0.2141,0.2212,0.0458,0.0336,0.0272
9073025950,2019-09-06,renoriginal,MOD09GA,0.1406404228,0.9692,0.3251130292,45.96,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1584,0.145,0.1663,0.1612,0.0882,0.0821,0.0637
9073025950,2019-09-07,renoriginal,MOD09GA,0.2200916027,0.9692,0.598719317,47.03,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2061,0.1654,0.2178,0.2247,0.0758,0.0564,0.0453
9073025950,2019-09-11,renoriginal,MOD09GA,0.2611187243,0.9692,0.7197175448,49.6,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.3184,0.2615,0.3056,0.3166,0.0862,0.0516,0.0373
9073025950,2019-09-13,renoriginal,MOD09GA,0.1025231017,0.9692,0.3448106247,51.03,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.1249,0.0947,0.1515,0.1367,0.0755,0.0666,0.0459
9073025950,2019-09-19,renoriginal,MOD09GA,0.255419211,0.9692,0.5606737711,50.91,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.2257,0.2019,0.2274,0.227,0.0936,0.0639,0.0489
9075025945,2019-09-19,renoriginal,MOD09GA,0.1743327553,0.6586666667,0.5450762829,50.9,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.1556,0.1354,0.1863,0.1671,0.0884,0.0492,0.0354
9073025950,2019-09-21,renoriginal,MOD09GA,0.2163837404,0.9692,0.4447812906,51.87,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.163,0.1433,0.1766,0.1668,0.077,0.0641,0.048
9073025950,2019-09-24,renoriginal,MOD09GA,0.5424769526,0.9692,0.5725554398,52.8,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.5184,0.504,0.5422,0.5283,0.3312,0.1436,0.0705
9075025945,2019-09-24,renoriginal,MOD09GA,0.406595089,0.6586666667,0.6787053483,52.8,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.4016,0.37,0.466,0.4253,0.2275,0.0814,0.0379
9073025950,2019-09-30,renoriginal,MOD09GA,0.4159451118,0.9692,0.7226666667,55.41,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.3356,0.2942,0.4062,0.3553,0.1928,0.0572,0.0225
9075025945,2019-09-30,renoriginal,MOD09GA,0.4657206551,0.6586666667,0.726471625,55.41,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.4588,0.4188,0.528,0.4898,0.2601,0.0776,0.0233
9073025950,2020-06-02,renoriginal,MOD09GA,0.5233478321,0.9692,0.4853632093,32.97,2167,13.859669,336.12576,-117.2511322,52.19481059,-11725,5219,9073,25950,0.6121,0.5699,0.6089,0.6165,0.3952,0.2136,0.1188
9075025945,2020-07-14,renoriginal,MOD09GA,0.2910810975,0.6586666667,0.845925192,31.81,2270,7.624438,45.64385,-117.2640876,52.18581739,-11726,5219,9075,25945,0.3688,0.2862,0.3695,0.3726,0.0638,0.0311,0.014
