,bias,rmse,mae,r,count
6,0.009525047065990647,0.15317973862166911,0.112363018983971,0.49404769661634307,22
7,-0.028961383310202527,0.12403678440858992,0.08843356511694553,0.0740831335517936,28
8,-0.04588413649523779,0.07632241022331765,0.06318747286385189,0.8285193120898967,39
9,-0.12371918813921905,0.18566072770329667,0.14909423493314203,0.7311904289265898,50
