,bias,rmse,mae,r,count
6,-0.011030916181856419,0.11896788870296696,0.0799076426562812,0.5517587559328728,27
7,-0.012252994628705272,0.0753763667947036,0.048318710555301785,0.3629531865818033,69
8,-0.0004295375899283661,0.12109262137413708,0.06757098534301202,0.3628818694254308,95
9,-0.09490513533374341,0.16574437170504552,0.1269028889996553,0.6321303548027806,61
